utcTimeMillis,TimeNanos,LeapSecond,TimeUncertaintyNanos,FullBiasNanos,BiasNanos,BiasUncertaintyNanos,DriftNanosPerSecond,DriftUncertaintyNanosPerSecond,HardwareClockDiscontinuityCount,Svid,TimeOffsetNanos,State,ReceivedSvTimeNanos,ReceivedSvTimeUncertaintyNanos,Cn0DbHz,PseudorangeRateMetersPerSecond,PseudorangeRateUncertaintyMetersPerSecond,AccumulatedDeltaRangeState,AccumulatedDeltaRangeMeters,AccumulatedDeltaRangeUncertaintyMeters,CarrierFrequencyHz,CarrierCycles,CarrierPhase,CarrierPhaseUncertainty,MultipathIndicator,SnrInDb,ConstellationType,AgcDb,BasebandCn0DbHz,FullInterSignalBiasNanos,FullInterSignalBiasUncertaintyNanos,SatelliteInterSignalBiasNanos,SatelliteInterSignalBiasUncertaintyNanos,CodeType,ChipsetElapsedRealtimeNanos
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,10,0.0,81935,326400364052758,4,43.2,440.5793151855469,0.02460000105202198,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,39.7,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,16,0.0,81935,326400353638123,27,24.4,717.930419921875,0.6859999895095825,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,20.9,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,21,0.0,81935,326400366980338,7,37.2,-171.35916137695312,0.029600001871585846,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,33.7,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,22,0.0,81935,326400358162627,35,22.7,-522.2990112304688,0.7534999847412109,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,19.2,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,23,0.0,81935,326400355762786,6,39.2,666.8806762695312,0.042100001126527786,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,35.7,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,27,0.0,81935,326400367184845,12,32.0,430.88671875,0.03440000116825104,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,28.5,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,32,0.0,81935,326400360677067,13,31.9,-413.4243469238281,0.025200000032782555,16,0.0,0.0,1.57542003E9,,,,0,,1,0.05,28.4,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,12,0.0,16399,326386357298864,12,32.6,-465.7197265625,0.049400001764297485,16,0.0,0.0,1.56109798E9,,,,0,,5,0.47,26.6,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,16,0.0,16399,326386303566004,9,35.5,-250.30113220214844,0.026100002229213715,16,0.0,0.0,1.56109798E9,,,,0,,5,0.47,29.5,,,,,,
1648665582437,4071883283000000,18,,-1328628917154591213,0.4889373779296875,37.71502815652639,7.83575215110749,10.842981141914363,239,19,0.0,16399,326386363072161,5,40.5,138.1714630126953,0.023900002241134644,16,0.0,0.0,1.56109798E9,,,,0,,5,0.47,34.5,,,,,,
